Places		92989721901.0	42346650194.0   5679385195.0
SpatialSkewL	684408975673.5	30377152101.0	5679385195.0
SpatialUni	628204533178.0	26395237265.0	5460035338.0
TextUni	735181852.0	621508835.0	1671131898.0
Tweets	870897626908.0	5104669810.0	3377491639.6666665
