1	2537857533951.0	2464629971.0	2653668530.0
2	2741443609092.0	3673333525.0	2941713604.0
5	3529487313237.0	5104669810.0	3377491639.6666665
10	5849671244999.0	7520688586.0	4409422653.0
20		17011672624.0	7244550474.0
