Places	43890.703125	100717.3515625	29225.40625
SpatialSkewL	85587.390625	633913.3203125	119430.3671875
SpatialUni	85565.5703125	630857.75	119628.4140625
TextUni	68628.53125	1394098.625	114487.0234375
Tweets	86117.2109375	631875.0078125	118658.921875
