1	361243794642.3333	2716224828.0	2559120984.6666665
2	621524481728.0	3363866172.0	3064739707.0
5	829895465941.0	3920330179.0	3238710743.0
10	1326858028365.0	7209700903.0	5363890557.0
20	2465527688339.0	41632930758.0	5621962415.0
